SNo,subject,classname,img,duplicate,parent_img,ssim_score
69,p002,c0,img_66379.jpg,0,,0
70,p002,c0,img_15221.jpg,0,,0
71,p002,c0,img_48187.jpg,0,,0
72,p002,c0,img_72300.jpg,0,,0
73,p002,c0,img_29321.jpg,0,,0
74,p002,c0,img_99512.jpg,0,,0
75,p002,c0,img_69672.jpg,0,,0
76,p002,c1,img_16856.jpg,0,,0
77,p002,c1,img_8410.jpg,0,,0
78,p002,c1,img_15559.jpg,1,img_8410.jpg,0.855416684
79,p002,c1,img_58564.jpg,1,img_8410.jpg,0.809035466
80,p002,c1,img_4562.jpg,0,,0
81,p002,c1,img_54810.jpg,1,img_4562.jpg,0.812953307
82,p002,c1,img_96357.jpg,0,,0
83,p002,c1,img_51439.jpg,0,,0
84,p002,c1,img_92674.jpg,1,img_51439.jpg,0.815137995
85,p002,c1,img_11478.jpg,1,img_51439.jpg,0.834682082
86,p002,c1,img_51195.jpg,0,,0
87,p002,c1,img_74250.jpg,0,,0
88,p002,c1,img_31239.jpg,1,img_74250.jpg,0.830483041
89,p002,c1,img_86126.jpg,0,,0
90,p002,c1,img_69281.jpg,0,,0
91,p002,c1,img_90114.jpg,0,,0
92,p002,c1,img_51227.jpg,0,,0
93,p002,c1,img_9231.jpg,1,img_51227.jpg,0.823998123
94,p002,c1,img_98099.jpg,0,,0
95,p002,c1,img_70150.jpg,0,,0
96,p002,c1,img_16466.jpg,0,,0
97,p002,c1,img_53097.jpg,1,img_16466.jpg,0.80164797
98,p002,c1,img_58253.jpg,0,,0
99,p002,c1,img_77658.jpg,0,,0
100,p002,c1,img_54734.jpg,0,,0
101,p002,c1,img_26722.jpg,1,img_54734.jpg,0.846880882
102,p002,c1,img_13840.jpg,0,,0
103,p002,c1,img_6329.jpg,0,,0
104,p002,c1,img_99248.jpg,1,img_6329.jpg,0.800575659
105,p002,c1,img_80450.jpg,0,,0
106,p002,c1,img_13160.jpg,0,,0
107,p002,c1,img_42960.jpg,1,img_13160.jpg,0.814258799
108,p002,c1,img_76849.jpg,0,,0
109,p002,c1,img_67955.jpg,1,img_76849.jpg,0.870278334
110,p002,c1,img_62530.jpg,1,img_76849.jpg,0.83928514
111,p002,c1,img_665.jpg,1,img_76849.jpg,0.815234661
112,p002,c1,img_85979.jpg,1,img_76849.jpg,0.803052544
113,p002,c1,img_14857.jpg,0,,0
114,p002,c1,img_50388.jpg,1,img_14857.jpg,0.894350142
115,p002,c1,img_20320.jpg,1,img_14857.jpg,0.887658409
116,p002,c1,img_5877.jpg,1,img_14857.jpg,0.850855233
117,p002,c1,img_85210.jpg,1,img_14857.jpg,0.842950334
118,p002,c1,img_52037.jpg,1,img_14857.jpg,0.82933324
119,p002,c1,img_25477.jpg,1,img_14857.jpg,0.822255544
120,p002,c1,img_37212.jpg,1,img_14857.jpg,0.813125787
121,p002,c1,img_49167.jpg,0,,0
122,p002,c1,img_35243.jpg,1,img_49167.jpg,0.835226147
123,p002,c1,img_98983.jpg,1,img_49167.jpg,0.828590556
124,p002,c1,img_38431.jpg,0,,0
125,p002,c1,img_1472.jpg,1,img_38431.jpg,0.849951724
126,p002,c1,img_79050.jpg,1,img_38431.jpg,0.812877338
127,p002,c1,img_1916.jpg,0,,0
128,p002,c1,img_100777.jpg,1,img_38431.jpg,0.805218595
129,p002,c1,img_59434.jpg,0,,0
130,p002,c1,img_75887.jpg,0,,0
131,p002,c1,img_11776.jpg,0,,0
132,p002,c1,img_77268.jpg,0,,0
133,p002,c1,img_77903.jpg,0,,0
134,p002,c1,img_69182.jpg,0,,0
135,p002,c1,img_7916.jpg,0,,0
136,p002,c1,img_16652.jpg,0,,0
137,p002,c1,img_51624.jpg,0,,0
138,p002,c1,img_73068.jpg,1,img_51624.jpg,0.801193182
139,p002,c1,img_6885.jpg,0,,0
140,p002,c1,img_68602.jpg,0,,0
141,p002,c1,img_96397.jpg,0,,0
142,p002,c1,img_51572.jpg,1,img_96397.jpg,0.823926207
143,p002,c1,img_24038.jpg,0,,0
144,p002,c1,img_46068.jpg,1,img_24038.jpg,0.843920665
145,p002,c1,img_7720.jpg,0,,0
146,p002,c1,img_18240.jpg,0,,0
147,p002,c1,img_24875.jpg,0,,0
148,p002,c1,img_83470.jpg,0,,0
149,p002,c1,img_58870.jpg,1,img_83470.jpg,0.816887689
150,p002,c2,img_42941.jpg,0,,0
151,p002,c2,img_22889.jpg,1,img_42941.jpg,0.889937515
152,p002,c2,img_101258.jpg,1,img_42941.jpg,0.811871221
153,p002,c2,img_95640.jpg,1,img_42941.jpg,0.802405582
154,p002,c2,img_14459.jpg,0,,0
155,p002,c2,img_59928.jpg,1,img_14459.jpg,0.863624042
156,p002,c2,img_80107.jpg,1,img_14459.jpg,0.863415564
157,p002,c2,img_8883.jpg,0,,0
158,p002,c2,img_67174.jpg,0,,0
159,p002,c2,img_51313.jpg,0,,0
160,p002,c2,img_45764.jpg,0,,0
161,p002,c2,img_51343.jpg,1,img_51313.jpg,0.834342286
162,p002,c2,img_57904.jpg,0,,0
163,p002,c2,img_54319.jpg,0,,0
164,p002,c2,img_82005.jpg,0,,0
165,p002,c2,img_70071.jpg,0,,0
166,p002,c2,img_72291.jpg,0,,0
167,p002,c2,img_16663.jpg,0,,0
168,p002,c2,img_77747.jpg,1,img_16663.jpg,0.856080644
169,p002,c2,img_21732.jpg,0,,0
170,p002,c2,img_24238.jpg,1,img_21732.jpg,0.826968386
171,p002,c2,img_101898.jpg,1,img_21732.jpg,0.810393378
172,p002,c2,img_38985.jpg,0,,0
173,p002,c2,img_65864.jpg,1,img_38985.jpg,0.854758323
174,p002,c2,img_70091.jpg,1,img_38985.jpg,0.823384909
175,p002,c2,img_61300.jpg,0,,0
176,p002,c2,img_32500.jpg,1,img_61300.jpg,0.859996541
177,p002,c2,img_6867.jpg,0,,0
178,p002,c2,img_79978.jpg,0,,0
179,p002,c2,img_39351.jpg,0,,0
180,p002,c2,img_30591.jpg,1,img_39351.jpg,0.851941243
181,p002,c2,img_19640.jpg,0,,0
182,p002,c2,img_61758.jpg,1,img_6867.jpg,0.803278623
183,p002,c2,img_22464.jpg,1,img_6867.jpg,0.83410486
184,p002,c2,img_63601.jpg,0,,0
185,p002,c2,img_8191.jpg,1,img_63601.jpg,0.847608215
186,p002,c2,img_68885.jpg,1,img_63601.jpg,0.844130701
187,p002,c2,img_88174.jpg,1,img_79978.jpg,0.807516159
188,p002,c2,img_85734.jpg,1,img_63601.jpg,0.870352273
189,p002,c2,img_51411.jpg,0,,0
190,p002,c2,img_20410.jpg,0,,0
191,p002,c2,img_64296.jpg,0,,0
192,p002,c2,img_59437.jpg,0,,0
193,p002,c2,img_41918.jpg,0,,0
194,p002,c2,img_28494.jpg,0,,0
195,p002,c2,img_94.jpg,0,,0
196,p002,c2,img_94170.jpg,1,img_94.jpg,0.864014102
197,p002,c2,img_28106.jpg,1,img_94.jpg,0.832443914
198,p002,c2,img_93401.jpg,1,img_94.jpg,0.820912867
199,p002,c2,img_58738.jpg,0,,0
200,p002,c2,img_99719.jpg,1,img_58738.jpg,0.84295388
201,p002,c2,img_44299.jpg,1,img_94.jpg,0.811978158
202,p002,c2,img_92033.jpg,1,img_58738.jpg,0.801826313
203,p002,c2,img_100246.jpg,0,,0
204,p002,c2,img_1542.jpg,1,img_58738.jpg,0.809720122
205,p002,c2,img_61806.jpg,1,img_94.jpg,0.803111198
206,p002,c2,img_96100.jpg,0,,0
207,p002,c2,img_22091.jpg,0,,0
208,p002,c2,img_17429.jpg,1,img_22091.jpg,0.809322355
209,p002,c2,img_101016.jpg,0,,0
210,p002,c2,img_86778.jpg,1,img_101016.jpg,0.812622799
211,p002,c2,img_50870.jpg,0,,0
212,p002,c2,img_5910.jpg,1,img_50870.jpg,0.816505463
213,p002,c2,img_25921.jpg,0,,0
214,p002,c2,img_91890.jpg,1,img_25921.jpg,0.86643222
215,p002,c2,img_36675.jpg,1,img_25921.jpg,0.843981725
216,p002,c2,img_47349.jpg,1,img_25921.jpg,0.8400304
217,p002,c2,img_96291.jpg,1,img_25921.jpg,0.819977536
218,p002,c2,img_88794.jpg,0,,0
219,p002,c2,img_35449.jpg,1,img_88794.jpg,0.824478545
220,p002,c2,img_10564.jpg,0,,0
221,p002,c2,img_42547.jpg,1,img_10564.jpg,0.89857094
222,p002,c2,img_25767.jpg,1,img_10564.jpg,0.859177922
223,p002,c2,img_56031.jpg,1,img_10564.jpg,0.807420568
224,p002,c2,img_91424.jpg,1,img_10564.jpg,0.830033302
225,p002,c2,img_23781.jpg,1,img_10564.jpg,0.819441149
226,p002,c2,img_37594.jpg,1,img_10564.jpg,0.839208113
227,p002,c2,img_5410.jpg,0,,0
228,p002,c2,img_9986.jpg,1,img_5410.jpg,0.860573012
229,p002,c2,img_95044.jpg,1,img_5410.jpg,0.829330385
230,p002,c2,img_89388.jpg,1,img_5410.jpg,0.816377739
231,p002,c2,img_41336.jpg,0,,0
232,p002,c2,img_56800.jpg,0,,0
233,p002,c2,img_54278.jpg,0,,0
234,p002,c2,img_14299.jpg,1,img_54278.jpg,0.829763311
235,p002,c2,img_62871.jpg,0,,0
236,p002,c3,img_46464.jpg,0,,0
237,p002,c3,img_1565.jpg,0,,0
238,p002,c3,img_44764.jpg,0,,0
239,p002,c3,img_47604.jpg,1,img_44764.jpg,0.825533071
240,p002,c3,img_11230.jpg,0,,0
241,p002,c3,img_61154.jpg,0,,0
242,p002,c3,img_87607.jpg,1,img_61154.jpg,0.811126078
243,p002,c3,img_58175.jpg,0,,0
244,p002,c3,img_79694.jpg,0,,0
245,p002,c3,img_84679.jpg,1,img_79694.jpg,0.808585866
246,p002,c3,img_1455.jpg,1,img_61154.jpg,0.803663476
247,p002,c3,img_58188.jpg,1,img_79694.jpg,0.825648058
248,p002,c3,img_66811.jpg,0,,0
249,p002,c3,img_39145.jpg,0,,0
250,p002,c3,img_39465.jpg,1,img_39145.jpg,0.861877922
251,p002,c3,img_19344.jpg,0,,0
252,p002,c3,img_11813.jpg,1,img_19344.jpg,0.81018935
253,p002,c3,img_77562.jpg,0,,0
254,p002,c3,img_61056.jpg,0,,0
255,p002,c3,img_27011.jpg,0,,0
256,p002,c3,img_47911.jpg,1,img_27011.jpg,0.833165853
257,p002,c3,img_71347.jpg,0,,0
258,p002,c3,img_57513.jpg,1,img_71347.jpg,0.817288834
259,p002,c3,img_71381.jpg,0,,0
260,p002,c3,img_54688.jpg,1,img_71381.jpg,0.856066452
261,p002,c3,img_42080.jpg,1,img_71381.jpg,0.823293552
262,p002,c3,img_90386.jpg,0,,0
263,p002,c3,img_48755.jpg,1,img_90386.jpg,0.888843279
264,p002,c3,img_58723.jpg,0,,0
265,p002,c3,img_28543.jpg,0,,0
266,p002,c3,img_70547.jpg,1,img_58723.jpg,0.801089585
267,p002,c3,img_19687.jpg,1,img_58723.jpg,0.80531581
268,p002,c3,img_22044.jpg,0,,0
269,p002,c3,img_40095.jpg,0,,0
270,p002,c3,img_58247.jpg,1,img_40095.jpg,0.831408694
271,p002,c3,img_56654.jpg,0,,0
272,p002,c3,img_70627.jpg,1,img_40095.jpg,0.826187594
273,p002,c3,img_30528.jpg,0,,0
274,p002,c3,img_12346.jpg,0,,0
275,p002,c3,img_75003.jpg,0,,0
276,p002,c3,img_65566.jpg,0,,0
277,p002,c3,img_96114.jpg,1,img_30528.jpg,0.847549913
278,p002,c3,img_84372.jpg,1,img_30528.jpg,0.826298366
279,p002,c3,img_32021.jpg,1,img_30528.jpg,0.80574613
280,p002,c3,img_24561.jpg,0,,0
281,p002,c3,img_85272.jpg,1,img_24561.jpg,0.805734669
282,p002,c3,img_11982.jpg,0,,0
283,p002,c3,img_65251.jpg,1,img_11982.jpg,0.840712805
284,p002,c3,img_14397.jpg,1,img_11982.jpg,0.851898612
285,p002,c3,img_73739.jpg,1,img_11982.jpg,0.817958934
286,p002,c3,img_88084.jpg,1,img_11982.jpg,0.82524909
287,p002,c3,img_28975.jpg,0,,0
288,p002,c3,img_38688.jpg,1,img_11982.jpg,0.807351462
289,p002,c3,img_6859.jpg,1,img_11982.jpg,0.826718812
290,p002,c3,img_37425.jpg,1,img_11982.jpg,0.812527165
291,p002,c3,img_66907.jpg,1,img_28975.jpg,0.801242299
292,p002,c3,img_57637.jpg,1,img_11982.jpg,0.864643499
293,p002,c3,img_10034.jpg,1,img_11982.jpg,0.811642527
294,p002,c3,img_28539.jpg,0,,0
295,p002,c3,img_101134.jpg,0,,0
296,p002,c3,img_91769.jpg,0,,0
297,p002,c3,img_56798.jpg,1,img_28539.jpg,0.803937768
298,p002,c3,img_101499.jpg,0,,0
299,p002,c3,img_88211.jpg,1,img_28539.jpg,0.821990089
300,p002,c3,img_35219.jpg,1,img_101134.jpg,0.863158068
301,p002,c3,img_66615.jpg,1,img_28539.jpg,0.802297058
302,p002,c3,img_45559.jpg,0,,0
303,p002,c3,img_31492.jpg,1,img_45559.jpg,0.815167006
304,p002,c3,img_74659.jpg,1,img_101499.jpg,0.822587326
305,p002,c3,img_27315.jpg,1,img_101499.jpg,0.815332486
306,p002,c3,img_30656.jpg,1,img_101499.jpg,0.839874116
307,p002,c3,img_52775.jpg,0,,0
308,p002,c3,img_22374.jpg,1,img_52775.jpg,0.834139307
309,p002,c3,img_16521.jpg,0,,0
310,p002,c3,img_73517.jpg,0,,0
311,p002,c3,img_92857.jpg,1,img_52775.jpg,0.834579351
312,p002,c3,img_15716.jpg,1,img_52775.jpg,0.831089414
313,p002,c3,img_53391.jpg,0,,0
314,p002,c3,img_69663.jpg,0,,0
315,p002,c4,img_48852.jpg,0,,0
316,p002,c4,img_47934.jpg,1,img_48852.jpg,0.888478758
317,p002,c4,img_40600.jpg,1,img_48852.jpg,0.868853245
318,p002,c4,img_51208.jpg,0,,0
319,p002,c4,img_35055.jpg,1,img_51208.jpg,0.840527097
320,p002,c4,img_2529.jpg,1,img_51208.jpg,0.802041891
321,p002,c4,img_59318.jpg,0,,0
322,p002,c4,img_93319.jpg,1,img_59318.jpg,0.894064098
323,p002,c4,img_63575.jpg,0,,0
324,p002,c4,img_95929.jpg,0,,0
325,p002,c4,img_95113.jpg,0,,0
326,p002,c4,img_10025.jpg,0,,0
327,p002,c4,img_52461.jpg,0,,0
328,p002,c4,img_8078.jpg,1,img_52461.jpg,0.816337374
329,p002,c4,img_32899.jpg,0,,0
330,p002,c4,img_98213.jpg,1,img_32899.jpg,0.804600336
331,p002,c4,img_3734.jpg,0,,0
332,p002,c4,img_91274.jpg,1,img_3734.jpg,0.831955198
333,p002,c4,img_31450.jpg,0,,0
334,p002,c4,img_85830.jpg,0,,0
335,p002,c4,img_44628.jpg,1,img_85830.jpg,0.888739782
336,p002,c4,img_101507.jpg,1,img_85830.jpg,0.886728394
337,p002,c4,img_93900.jpg,1,img_85830.jpg,0.83684714
338,p002,c4,img_90077.jpg,1,img_85830.jpg,0.88287895
339,p002,c4,img_16550.jpg,1,img_85830.jpg,0.851299551
340,p002,c4,img_32558.jpg,1,img_85830.jpg,0.850907809
341,p002,c4,img_41637.jpg,1,img_85830.jpg,0.849094855
342,p002,c4,img_82718.jpg,1,img_31450.jpg,0.800233315
343,p002,c4,img_61942.jpg,1,img_31450.jpg,0.803163544
344,p002,c4,img_79002.jpg,1,img_31450.jpg,0.808686734
345,p002,c4,img_20597.jpg,1,img_31450.jpg,0.815735202
346,p002,c4,img_96507.jpg,1,img_31450.jpg,0.803179271
347,p002,c4,img_39728.jpg,1,img_31450.jpg,0.800762525
348,p002,c4,img_101528.jpg,0,,0
349,p002,c4,img_84187.jpg,1,img_101528.jpg,0.905184435
350,p002,c4,img_43696.jpg,1,img_101528.jpg,0.874609724
351,p002,c4,img_37441.jpg,1,img_101528.jpg,0.808787403
352,p002,c4,img_50372.jpg,0,,0
353,p002,c4,img_37643.jpg,1,img_101528.jpg,0.811458632
354,p002,c4,img_858.jpg,1,img_50372.jpg,0.87680674
355,p002,c4,img_75950.jpg,1,img_50372.jpg,0.831614575
356,p002,c4,img_31005.jpg,0,,0
357,p002,c4,img_55853.jpg,0,,0
358,p002,c4,img_9121.jpg,1,img_55853.jpg,0.839315686
359,p002,c4,img_62882.jpg,1,img_55853.jpg,0.822504711
360,p002,c4,img_91285.jpg,1,img_55853.jpg,0.800795792
361,p002,c4,img_91845.jpg,1,img_55853.jpg,0.814964549
362,p002,c4,img_86479.jpg,1,img_55853.jpg,0.803958544
363,p002,c4,img_50523.jpg,0,,0
364,p002,c4,img_803.jpg,1,img_50523.jpg,0.875690068
365,p002,c4,img_12715.jpg,1,img_50523.jpg,0.809741523
366,p002,c4,img_10758.jpg,1,img_55853.jpg,0.80015114
367,p002,c4,img_39224.jpg,1,img_55853.jpg,0.822011491
368,p002,c4,img_26602.jpg,1,img_55853.jpg,0.810771872
369,p002,c4,img_71882.jpg,1,img_55853.jpg,0.808246611
370,p002,c4,img_25161.jpg,1,img_31005.jpg,0.80661706
371,p002,c4,img_45243.jpg,0,,0
372,p002,c4,img_98239.jpg,1,img_45243.jpg,0.855434948
373,p002,c4,img_3966.jpg,1,img_45243.jpg,0.868448648
374,p002,c4,img_32719.jpg,1,img_45243.jpg,0.822488493
375,p002,c4,img_74556.jpg,1,img_45243.jpg,0.854434106
376,p002,c4,img_8580.jpg,1,img_45243.jpg,0.872856294
377,p002,c4,img_42217.jpg,1,img_45243.jpg,0.871273968
378,p002,c4,img_33292.jpg,1,img_55853.jpg,0.805894535
379,p002,c4,img_23296.jpg,1,img_45243.jpg,0.827071493
380,p002,c4,img_51887.jpg,1,img_45243.jpg,0.839014187
381,p002,c4,img_31701.jpg,1,img_45243.jpg,0.855526772
382,p002,c4,img_100343.jpg,1,img_45243.jpg,0.868580642
383,p002,c4,img_35298.jpg,1,img_31005.jpg,0.815094206
384,p002,c4,img_44510.jpg,1,img_31005.jpg,0.805482932
385,p002,c4,img_47106.jpg,1,img_31005.jpg,0.802832009
386,p002,c4,img_29730.jpg,1,img_45243.jpg,0.808306627
387,p002,c4,img_15738.jpg,1,img_45243.jpg,0.814893336
388,p002,c4,img_98641.jpg,1,img_45243.jpg,0.813780767
389,p002,c4,img_37290.jpg,1,img_45243.jpg,0.844277342
390,p002,c4,img_102083.jpg,1,img_45243.jpg,0.819174009
391,p002,c4,img_21359.jpg,1,img_45243.jpg,0.860094615
392,p002,c4,img_85224.jpg,1,img_45243.jpg,0.820613268
393,p002,c4,img_39260.jpg,1,img_45243.jpg,0.825251424
394,p002,c4,img_38813.jpg,1,img_45243.jpg,0.832674436
395,p002,c4,img_17546.jpg,0,,0
396,p002,c4,img_13903.jpg,0,,0
397,p002,c4,img_99762.jpg,0,,0
398,p002,c4,img_25635.jpg,1,img_99762.jpg,0.848313668
399,p002,c5,img_78551.jpg,0,,0
400,p002,c5,img_63872.jpg,0,,0
401,p002,c5,img_796.jpg,1,img_63872.jpg,0.837911645
402,p002,c5,img_44821.jpg,1,img_63872.jpg,0.816143879
403,p002,c5,img_24457.jpg,0,,0
404,p002,c5,img_96395.jpg,1,img_24457.jpg,0.802835685
405,p002,c5,img_9083.jpg,0,,0
406,p002,c5,img_94844.jpg,0,,0
407,p002,c5,img_55318.jpg,0,,0
408,p002,c5,img_11842.jpg,1,img_94844.jpg,0.817118866
409,p002,c5,img_73215.jpg,0,,0
410,p002,c5,img_33335.jpg,1,img_73215.jpg,0.8529404
411,p002,c5,img_36634.jpg,1,img_73215.jpg,0.832161216
412,p002,c5,img_98179.jpg,0,,0
413,p002,c5,img_50932.jpg,1,img_98179.jpg,0.822717019
414,p002,c5,img_78091.jpg,1,img_98179.jpg,0.82798953
415,p002,c5,img_10406.jpg,1,img_98179.jpg,0.812930299
416,p002,c5,img_91418.jpg,0,,0
417,p002,c5,img_54541.jpg,1,img_91418.jpg,0.826173771
418,p002,c5,img_34100.jpg,1,img_91418.jpg,0.801023469
419,p002,c5,img_59763.jpg,0,,0
420,p002,c5,img_88846.jpg,0,,0
421,p002,c5,img_89203.jpg,0,,0
422,p002,c5,img_9539.jpg,1,img_89203.jpg,0.832706685
423,p002,c5,img_18411.jpg,1,img_89203.jpg,0.840359051
424,p002,c5,img_10773.jpg,1,img_89203.jpg,0.871162829
425,p002,c5,img_32490.jpg,0,,0
426,p002,c5,img_29977.jpg,0,,0
427,p002,c5,img_2693.jpg,1,img_29977.jpg,0.848227776
428,p002,c5,img_94498.jpg,1,img_32490.jpg,0.808779893
429,p002,c5,img_26330.jpg,0,,0
430,p002,c5,img_78019.jpg,1,img_32490.jpg,0.824449487
431,p002,c5,img_89186.jpg,1,img_26330.jpg,0.830229061
432,p002,c5,img_41807.jpg,1,img_26330.jpg,0.853309205
433,p002,c5,img_14921.jpg,1,img_26330.jpg,0.819999328
434,p002,c5,img_94608.jpg,0,,0
435,p002,c5,img_52640.jpg,0,,0
436,p002,c5,img_56346.jpg,0,,0
437,p002,c5,img_94140.jpg,1,img_52640.jpg,0.8169393
438,p002,c5,img_37573.jpg,0,,0
439,p002,c5,img_89040.jpg,0,,0
440,p002,c5,img_90275.jpg,0,,0
441,p002,c5,img_43152.jpg,0,,0
442,p002,c5,img_89476.jpg,0,,0
443,p002,c5,img_66632.jpg,0,,0
444,p002,c5,img_90939.jpg,1,img_90275.jpg,0.831683546
445,p002,c5,img_39017.jpg,1,img_90275.jpg,0.812509775
446,p002,c5,img_40621.jpg,0,,0
447,p002,c5,img_44114.jpg,0,,0
448,p002,c5,img_39099.jpg,0,,0
449,p002,c5,img_34295.jpg,0,,0
450,p002,c5,img_64594.jpg,0,,0
451,p002,c5,img_1388.jpg,0,,0
452,p002,c5,img_72670.jpg,1,img_1388.jpg,0.825160048
453,p002,c5,img_35979.jpg,1,img_1388.jpg,0.810407488
454,p002,c5,img_1290.jpg,0,,0
455,p002,c5,img_55881.jpg,1,img_1290.jpg,0.806328943
456,p002,c5,img_19044.jpg,0,,0
457,p002,c5,img_76754.jpg,1,img_19044.jpg,0.813945049
458,p002,c5,img_27266.jpg,0,,0
459,p002,c5,img_58642.jpg,0,,0
460,p002,c5,img_61738.jpg,0,,0
461,p002,c5,img_67243.jpg,1,img_61738.jpg,0.823172083
462,p002,c5,img_35012.jpg,1,img_19044.jpg,0.802293518
463,p002,c5,img_23120.jpg,1,img_58642.jpg,0.80444408
464,p002,c5,img_92896.jpg,1,img_61738.jpg,0.817293879
465,p002,c5,img_53423.jpg,0,,0
466,p002,c5,img_88891.jpg,1,img_53423.jpg,0.924617055
467,p002,c5,img_41187.jpg,1,img_53423.jpg,0.871391129
468,p002,c5,img_49785.jpg,0,,0
469,p002,c5,img_70392.jpg,1,img_49785.jpg,0.89821477
470,p002,c5,img_43370.jpg,1,img_49785.jpg,0.849329212
471,p002,c5,img_55047.jpg,1,img_49785.jpg,0.834700249
472,p002,c5,img_40645.jpg,0,,0
473,p002,c5,img_15127.jpg,0,,0
474,p002,c5,img_87951.jpg,0,,0
475,p002,c6,img_45361.jpg,0,,0
476,p002,c6,img_43580.jpg,0,,0
477,p002,c6,img_90192.jpg,1,img_45361.jpg,0.837068781
478,p002,c6,img_82510.jpg,0,,0
479,p002,c6,img_78546.jpg,1,img_82510.jpg,0.816108042
480,p002,c6,img_98318.jpg,0,,0
481,p002,c6,img_98248.jpg,1,img_98318.jpg,0.894368384
482,p002,c6,img_508.jpg,1,img_98318.jpg,0.880455482
483,p002,c6,img_48760.jpg,1,img_98318.jpg,0.834498404
484,p002,c6,img_79636.jpg,0,,0
